review_id,product_name,reviewer_name,rating,review_text,platform,clean_review,vader_sentiment,vader_score,textblob_sentiment,textblob_score,true_sentiment
440,Gaming Keyboard,Karan,3,"The Gaming Keyboard works fine, though delivery took longer than expected. Would consider buying again.",Amazon,gaming keyboard work fine though delivery took longer expected would consider buying,positive,0.2023,positive,0.15833333333333333,neutral
441,Laptop Backpack,Divya,3,"The Laptop Backpack is okay, does the job but nothing special.",Amazon,laptop backpack okay job nothing special,negative,-0.3479,positive,0.4285714285714286,neutral
442,USB-C Charging Cable,Deepak,5,Amazing value for money. The USB-C Charging Cable looks premium and works great.,Flipkart,amazing value money usb charging cable look premium work great,positive,0.8834,positive,0.7000000000000001,positive
443,Smartphone Back Cover,Priya,5,Absolutely loved this Smartphone Back Cover! Works perfectly and arrived on time. Customer support responded quickly.,Flipkart,absolutely loved smartphone back cover work perfectly arrived time customer support responded quickly,positive,0.9078,positive,0.5083333333333333,positive
444,Smartphone Back Cover,Neha,3,"Decent Smartphone Back Cover for the price, some minor issues but usable.",Flipkart,decent smartphone back cover price minor issue usable,neutral,0.0,neutral,0.03888888888888888,neutral
445,Smartphone Back Cover,Neha,2,Very disappointed with this Smartphone Back Cover. Stopped working within a week. Customer support responded quickly.,Amazon,disappointed smartphone back cover stopped working within week customer support responded quickly,negative,-0.3804,negative,-0.21388888888888893,negative
446,Kitchen Mixer Grinder,Isha,5,Great purchase! The Kitchen Mixer Grinder is durable and easy to use.,Amazon,great purchase kitchen mixer grinder durable easy use,positive,0.807,positive,0.7166666666666667,positive
447,Laptop Backpack,Amit,4,"This Laptop Backpack is fantastic, exactly as described. Very satisfied customer. Would consider buying again.",Flipkart,laptop backpack fantastic exactly described satisfied customer would consider buying,positive,0.7713,positive,0.43333333333333335,positive
448,Wireless Bluetooth Earbuds,Kavya,2,"I regret buying this Wireless Bluetooth Earbuds, it stopped functioning after few uses. Customer support responded quickly.",Flipkart,regret buying wireless bluetooth earbuds stopped functioning us customer support responded quickly,negative,-0.25,neutral,0.06666666666666665,negative
449,Kitchen Mixer Grinder,Rahul,3,"It's a fine Kitchen Mixer Grinder, met basic expectations, could be better.",Amazon,fine kitchen mixer grinder met basic expectation could better,positive,0.5719,positive,0.3055555555555556,neutral
450,Office Chair,Pooja,5,Impressed by the quality of the Office Chair. Packaging was also very good.,Flipkart,impressed quality office chair packaging also good,positive,0.7425,positive,0.955,positive
451,Power Bank 10000mAh,Karan,5,"Excellent quality Power Bank 10000mAh, totally worth the price. Highly recommended!",Amazon,excellent quality power bank mah totally worth price highly recommended,positive,0.8062,positive,0.5,positive
452,Air Fryer,Suresh,1,"I regret buying this Air Fryer, it stopped functioning after few uses. Would consider buying again.",Flipkart,regret buying air fryer stopped functioning us would consider buying,negative,-0.5719,negative,-0.2,negative
453,Power Bank 10000mAh,Kavya,2,"Poor build quality, the Power Bank 10000mAh feels cheap and flimsy.",Amazon,poor build quality power bank mah feel cheap flimsy,negative,-0.4767,neutral,0.0,negative
454,Smartwatch,Manoj,4,"Perfect Smartwatch for daily use, no issues at all after a month. Packaging was neat.",Flipkart,perfect smartwatch daily use no issue month packaging neat,positive,0.6705,positive,0.5,positive
455,USB-C Charging Cable,Rohit,5,Impressed by the quality of the USB-C Charging Cable. Packaging was also very good.,Flipkart,impressed quality usb charging cable packaging also good,positive,0.7425,positive,0.955,positive
456,Bluetooth Speaker,Neha,4,"Excellent quality Bluetooth Speaker, totally worth the price. Highly recommended!",Amazon,excellent quality bluetooth speaker totally worth price highly recommended,positive,0.8062,positive,0.5,positive
457,Smartwatch,Pooja,1,"Poor build quality, the Smartwatch feels cheap and flimsy. Packaging was neat.",Flipkart,poor build quality smartwatch feel cheap flimsy packaging neat,neutral,-0.0258,neutral,0.0,negative
458,LED Desk Lamp,Anjali,5,"Very happy with this LED Desk Lamp, will definitely buy again from this brand.",Amazon,happy led desk lamp definitely buy brand,positive,0.7713,positive,0.5,positive
459,Running Shoes,Vikram,3,"The Running Shoes works fine, though delivery took longer than expected. Shipping was quick.",Amazon,running shoe work fine though delivery took longer expected shipping quick,positive,0.2023,positive,0.21666666666666665,neutral
460,Wireless Bluetooth Earbuds,Pooja,5,"Superb product! The Wireless Bluetooth Earbuds exceeded my expectations, five stars. Not sure if I will repurchase.",Amazon,superb product wireless bluetooth earbuds exceeded expectation five star not sure repurchase,positive,0.5315,positive,0.375,positive
461,Air Fryer,Rohit,1,"Waste of money, the Air Fryer quality is really poor.",Flipkart,waste money air fryer quality really poor,negative,-0.7346,negative,-0.30000000000000004,negative
462,Wireless Mouse,Priya,4,Amazing value for money. The Wireless Mouse looks premium and works great. Not sure if I will repurchase.,Amazon,amazing value money wireless mouse look premium work great not sure repurchase,positive,0.8533,positive,0.38333333333333336,positive
463,Office Chair,Divya,2,"I regret buying this Office Chair, it stopped functioning after few uses.",Amazon,regret buying office chair stopped functioning us,negative,-0.5719,negative,-0.2,negative
464,USB-C Charging Cable,Vikram,5,Best USB-C Charging Cable I have bought online. Great build quality and fast delivery.,Amazon,best usb charging cable bought online great build quality fast delivery,positive,0.8519,positive,0.6666666666666666,positive
465,Air Fryer,Isha,2,"Not worth the price, this Air Fryer broke on the second day.",Flipkart,not worth price air fryer broke second day,negative,-0.5371,neutral,-0.075,negative
466,Wireless Bluetooth Earbuds,Sanjay,5,"This Wireless Bluetooth Earbuds is fantastic, exactly as described. Very satisfied customer.",Amazon,wireless bluetooth earbuds fantastic exactly described satisfied customer,positive,0.7713,positive,0.43333333333333335,positive
467,Cotton T-Shirt,Pooja,3,"The Cotton T-Shirt is okay, does the job but nothing special.",Flipkart,cotton shirt okay job nothing special,negative,-0.3479,positive,0.4285714285714286,neutral
468,LED Desk Lamp,Anjali,2,"Poor build quality, the LED Desk Lamp feels cheap and flimsy.",Amazon,poor build quality led desk lamp feel cheap flimsy,negative,-0.4767,neutral,0.0,negative
469,USB-C Charging Cable,Sanjay,2,Very disappointed with this USB-C Charging Cable. Stopped working within a week. Not sure if I will repurchase.,Flipkart,disappointed usb charging cable stopped working within week not sure repurchase,negative,-0.7395,negative,-0.6125,negative
470,Wireless Mouse,Kavya,1,"Not worth the price, this Wireless Mouse broke on the second day.",Flipkart,not worth price wireless mouse broke second day,negative,-0.5371,neutral,-0.075,negative
471,LED Desk Lamp,Karan,1,Very disappointed with this LED Desk Lamp. Stopped working within a week.,Flipkart,disappointed led desk lamp stopped working within week,negative,-0.6478,negative,-0.9750000000000001,negative
472,Office Chair,Pooja,1,The Office Chair arrived damaged and customer service was unhelpful. Would consider buying again.,Amazon,office chair arrived damaged customer service unhelpful would consider buying,negative,-0.4404,neutral,0.0,negative
473,Power Bank 10000mAh,Rohit,1,"The Power Bank 10000mAh is a total scam, completely different from the pictures.",Flipkart,power bank mah total scam completely different picture,negative,-0.5719,neutral,0.0,negative
474,LED Desk Lamp,Nisha,4,Great purchase! The LED Desk Lamp is durable and easy to use. Packaging was neat.,Amazon,great purchase led desk lamp durable easy use packaging neat,positive,0.8832,positive,0.7166666666666667,positive
475,Wireless Bluetooth Earbuds,Rohit,5,Absolutely loved this Wireless Bluetooth Earbuds! Works perfectly and arrived on time.,Amazon,absolutely loved wireless bluetooth earbuds work perfectly arrived time,positive,0.8653,positive,0.9375,positive
476,USB-C Charging Cable,Vikram,1,"Poor build quality, the USB-C Charging Cable feels cheap and flimsy. Customer support responded quickly.",Amazon,poor build quality usb charging cable feel cheap flimsy customer support responded quickly,negative,-0.1027,positive,0.1111111111111111,negative
477,Gaming Keyboard,Karan,4,Amazing value for money. The Gaming Keyboard looks premium and works great.,Amazon,amazing value money gaming keyboard look premium work great,positive,0.8834,positive,0.7000000000000001,positive
478,USB-C Charging Cable,Divya,5,Best USB-C Charging Cable I have bought online. Great build quality and fast delivery.,Flipkart,best usb charging cable bought online great build quality fast delivery,positive,0.8519,positive,0.6666666666666666,positive
479,Cotton T-Shirt,Anjali,5,Impressed by the quality of the Cotton T-Shirt. Packaging was also very good. Customer support responded quickly.,Flipkart,impressed quality cotton shirt packaging also good customer support responded quickly,positive,0.8503,positive,0.7477777777777778,positive
480,Bluetooth Speaker,Deepak,1,"Terrible experience, the Bluetooth Speaker does not match the product description. Shipping was quick.",Flipkart,terrible experience bluetooth speaker not match product description shipping quick,negative,-0.4767,negative,-0.33333333333333337,negative
481,Gaming Keyboard,Nisha,3,"The Gaming Keyboard is okay, does the job but nothing special. Would consider buying again.",Amazon,gaming keyboard okay job nothing special would consider buying,negative,-0.3479,positive,0.4285714285714286,neutral
482,Cotton T-Shirt,Rahul,1,Delivery was late and the Cotton T-Shirt was defective on arrival.,Amazon,delivery late cotton shirt defective arrival,negative,-0.4404,negative,-0.3,negative
483,USB-C Charging Cable,Rahul,3,"It's a fine USB-C Charging Cable, met basic expectations, could be better.",Flipkart,fine usb charging cable met basic expectation could better,positive,0.5719,positive,0.3055555555555556,neutral
484,Kitchen Mixer Grinder,Pooja,5,"Superb product! The Kitchen Mixer Grinder exceeded my expectations, five stars.",Flipkart,superb product kitchen mixer grinder exceeded expectation five star,positive,0.6588,positive,1.0,positive
485,Wireless Mouse,Divya,4,Absolutely loved this Wireless Mouse! Works perfectly and arrived on time.,Amazon,absolutely loved wireless mouse work perfectly arrived time,positive,0.8653,positive,0.9375,positive
486,Office Chair,Sneha,5,"This Office Chair is fantastic, exactly as described. Very satisfied customer.",Flipkart,office chair fantastic exactly described satisfied customer,positive,0.7713,positive,0.43333333333333335,positive
487,Wireless Mouse,Priya,3,"The Wireless Mouse works fine, though delivery took longer than expected. Shipping was quick.",Flipkart,wireless mouse work fine though delivery took longer expected shipping quick,positive,0.2023,positive,0.21666666666666665,neutral
488,Wireless Bluetooth Earbuds,Karan,4,"Excellent quality Wireless Bluetooth Earbuds, totally worth the price. Highly recommended!",Amazon,excellent quality wireless bluetooth earbuds totally worth price highly recommended,positive,0.8062,positive,0.5,positive
489,Power Bank 10000mAh,Nisha,5,"Excellent quality Power Bank 10000mAh, totally worth the price. Highly recommended!",Flipkart,excellent quality power bank mah totally worth price highly recommended,positive,0.8062,positive,0.5,positive
490,Power Bank 10000mAh,Suresh,5,Best Power Bank 10000mAh I have bought online. Great build quality and fast delivery. Shipping was quick.,Amazon,best power bank mah bought online great build quality fast delivery shipping quick,positive,0.8519,positive,0.5833333333333334,positive
491,Smartwatch,Neha,5,Impressed by the quality of the Smartwatch. Packaging was also very good.,Amazon,impressed quality smartwatch packaging also good,positive,0.7425,positive,0.955,positive
492,Smartphone Back Cover,Amit,5,"Perfect Smartphone Back Cover for daily use, no issues at all after a month. Would consider buying again.",Flipkart,perfect smartphone back cover daily use no issue month would consider buying,positive,0.3612,positive,0.3333333333333333,positive
493,Smartphone Back Cover,Rohit,5,"Perfect Smartphone Back Cover for daily use, no issues at all after a month. Shipping was quick.",Amazon,perfect smartphone back cover daily use no issue month shipping quick,positive,0.3612,positive,0.3333333333333333,positive
494,Cotton T-Shirt,Neha,5,"Excellent quality Cotton T-Shirt, totally worth the price. Highly recommended!",Flipkart,excellent quality cotton shirt totally worth price highly recommended,positive,0.8062,positive,0.5,positive
495,Kitchen Mixer Grinder,Karan,4,"Very happy with this Kitchen Mixer Grinder, will definitely buy again from this brand.",Amazon,happy kitchen mixer grinder definitely buy brand,positive,0.7713,positive,0.5,positive
496,USB-C Charging Cable,Arjun,3,"The USB-C Charging Cable is average, packaging could have been better. Shipping was quick.",Flipkart,usb charging cable average packaging could better shipping quick,positive,0.4404,positive,0.22777777777777777,neutral
497,Kitchen Mixer Grinder,Sneha,4,"Very happy with this Kitchen Mixer Grinder, will definitely buy again from this brand.",Amazon,happy kitchen mixer grinder definitely buy brand,positive,0.7713,positive,0.5,positive
498,Cotton T-Shirt,Deepak,5,Impressed by the quality of the Cotton T-Shirt. Packaging was also very good.,Amazon,impressed quality cotton shirt packaging also good,positive,0.7425,positive,0.955,positive
499,LED Desk Lamp,Riya,5,"This LED Desk Lamp is fantastic, exactly as described. Very satisfied customer.",Amazon,led desk lamp fantastic exactly described satisfied customer,positive,0.7713,positive,0.43333333333333335,positive
500,Kitchen Mixer Grinder,Sanjay,4,"This Kitchen Mixer Grinder is fantastic, exactly as described. Very satisfied customer.",Amazon,kitchen mixer grinder fantastic exactly described satisfied customer,positive,0.7713,positive,0.43333333333333335,positive
501,Smartphone Back Cover,Rohit,3,"Reasonable Smartphone Back Cover, matches the description mostly. Packaging was neat.",Amazon,reasonable smartphone back cover match description mostly packaging neat,positive,0.4588,positive,0.2333333333333333,neutral
502,Laptop Backpack,Vikram,5,"Excellent quality Laptop Backpack, totally worth the price. Highly recommended!",Flipkart,excellent quality laptop backpack totally worth price highly recommended,positive,0.8062,positive,0.5,positive
503,USB-C Charging Cable,Karan,3,"Average USB-C Charging Cable, quality is decent for the price range. Customer support responded quickly.",Flipkart,average usb charging cable quality decent price range customer support responded quickly,positive,0.4019,positive,0.11666666666666665,neutral
504,Gaming Keyboard,Nisha,4,Great purchase! The Gaming Keyboard is durable and easy to use.,Flipkart,great purchase gaming keyboard durable easy use,positive,0.807,positive,0.7166666666666667,positive
505,Smartphone Back Cover,Deepak,4,Best Smartphone Back Cover I have bought online. Great build quality and fast delivery.,Amazon,best smartphone back cover bought online great build quality fast delivery,positive,0.8519,positive,0.5,positive
506,Wireless Mouse,Arjun,5,Impressed by the quality of the Wireless Mouse. Packaging was also very good.,Flipkart,impressed quality wireless mouse packaging also good,positive,0.7425,positive,0.955,positive
507,Cotton T-Shirt,Karan,5,"Perfect Cotton T-Shirt for daily use, no issues at all after a month. Would consider buying again.",Amazon,perfect cotton shirt daily use no issue month would consider buying,positive,0.3612,positive,0.5,positive
508,Air Fryer,Suresh,1,"I regret buying this Air Fryer, it stopped functioning after few uses.",Amazon,regret buying air fryer stopped functioning us,negative,-0.5719,negative,-0.2,negative
509,Wireless Bluetooth Earbuds,Neha,2,"Terrible experience, the Wireless Bluetooth Earbuds does not match the product description. Would consider buying again.",Flipkart,terrible experience wireless bluetooth earbuds not match product description would consider buying,negative,-0.4767,negative,-1.0,negative
510,Gaming Keyboard,Manoj,5,"Excellent quality Gaming Keyboard, totally worth the price. Highly recommended!",Flipkart,excellent quality gaming keyboard totally worth price highly recommended,positive,0.8062,positive,0.5,positive
511,Bluetooth Speaker,Divya,1,"The Bluetooth Speaker is a total scam, completely different from the pictures. Packaging was neat.",Flipkart,bluetooth speaker total scam completely different picture packaging neat,negative,-0.1779,neutral,0.0,negative
512,Wireless Mouse,Anjali,4,Amazing value for money. The Wireless Mouse looks premium and works great.,Amazon,amazing value money wireless mouse look premium work great,positive,0.8834,positive,0.7000000000000001,positive
513,Bluetooth Speaker,Sanjay,1,"I regret buying this Bluetooth Speaker, it stopped functioning after few uses.",Amazon,regret buying bluetooth speaker stopped functioning us,negative,-0.5719,negative,-0.2,negative
514,Laptop Backpack,Priya,4,"Superb product! The Laptop Backpack exceeded my expectations, five stars. Not sure if I will repurchase.",Flipkart,superb product laptop backpack exceeded expectation five star not sure repurchase,positive,0.5315,positive,0.375,positive
515,Power Bank 10000mAh,Sneha,5,Amazing value for money. The Power Bank 10000mAh looks premium and works great.,Amazon,amazing value money power bank mah look premium work great,positive,0.8834,positive,0.7000000000000001,positive
516,Smartwatch,Deepak,5,"Perfect Smartwatch for daily use, no issues at all after a month. Not sure if I will repurchase.",Flipkart,perfect smartwatch daily use no issue month not sure repurchase,positive,0.1376,positive,0.25,positive
517,USB-C Charging Cable,Karan,4,"Very happy with this USB-C Charging Cable, will definitely buy again from this brand.",Amazon,happy usb charging cable definitely buy brand,positive,0.7713,positive,0.5,positive
518,Laptop Backpack,Kavya,3,"The Laptop Backpack works fine, though delivery took longer than expected.",Amazon,laptop backpack work fine though delivery took longer expected,positive,0.2023,positive,0.15833333333333333,neutral
519,Bluetooth Speaker,Amit,1,"Really bad Bluetooth Speaker, would not recommend to anyone.",Flipkart,really bad bluetooth speaker would not recommend anyone,negative,-0.7098,negative,-0.6999999999999998,negative
520,Office Chair,Neha,4,Best Office Chair I have bought online. Great build quality and fast delivery. Customer support responded quickly.,Flipkart,best office chair bought online great build quality fast delivery customer support responded quickly,positive,0.9001,positive,0.5833333333333334,positive
521,Running Shoes,Rohit,3,"The Running Shoes is average, packaging could have been better.",Flipkart,running shoe average packaging could better,positive,0.4404,positive,0.175,neutral
522,Bluetooth Speaker,Amit,2,"The Bluetooth Speaker is a total scam, completely different from the pictures.",Flipkart,bluetooth speaker total scam completely different picture,negative,-0.5719,neutral,0.0,negative
523,LED Desk Lamp,Sneha,2,"The LED Desk Lamp is a total scam, completely different from the pictures.",Flipkart,led desk lamp total scam completely different picture,negative,-0.5719,neutral,0.0,negative
524,Smartphone Back Cover,Arjun,5,"Very happy with this Smartphone Back Cover, will definitely buy again from this brand.",Flipkart,happy smartphone back cover definitely buy brand,positive,0.7713,positive,0.3333333333333333,positive
525,Smartwatch,Nisha,4,"Superb product! The Smartwatch exceeded my expectations, five stars.",Flipkart,superb product smartwatch exceeded expectation five star,positive,0.6588,positive,1.0,positive
526,Cotton T-Shirt,Neha,4,Best Cotton T-Shirt I have bought online. Great build quality and fast delivery.,Flipkart,best cotton shirt bought online great build quality fast delivery,positive,0.8519,positive,0.6666666666666666,positive
527,Office Chair,Deepak,4,"This Office Chair is fantastic, exactly as described. Very satisfied customer.",Amazon,office chair fantastic exactly described satisfied customer,positive,0.7713,positive,0.43333333333333335,positive
528,USB-C Charging Cable,Pooja,2,"Not worth the price, this USB-C Charging Cable broke on the second day.",Flipkart,not worth price usb charging cable broke second day,negative,-0.5371,neutral,-0.075,negative
529,Gaming Keyboard,Riya,5,Impressed by the quality of the Gaming Keyboard. Packaging was also very good.,Amazon,impressed quality gaming keyboard packaging also good,positive,0.7425,positive,0.955,positive
530,Power Bank 10000mAh,Suresh,5,Impressed by the quality of the Power Bank 10000mAh. Packaging was also very good.,Amazon,impressed quality power bank mah packaging also good,positive,0.7425,positive,0.955,positive
531,Smartwatch,Suresh,5,"Very happy with this Smartwatch, will definitely buy again from this brand.",Flipkart,happy smartwatch definitely buy brand,positive,0.7713,positive,0.5,positive
532,Bluetooth Speaker,Deepak,1,Delivery was late and the Bluetooth Speaker was defective on arrival.,Amazon,delivery late bluetooth speaker defective arrival,negative,-0.4404,negative,-0.3,negative
533,Kitchen Mixer Grinder,Karan,3,"Average Kitchen Mixer Grinder, quality is decent for the price range.",Flipkart,average kitchen mixer grinder quality decent price range,neutral,0.0,neutral,0.008333333333333331,neutral
534,Running Shoes,Suresh,5,Best Running Shoes I have bought online. Great build quality and fast delivery.,Flipkart,best running shoe bought online great build quality fast delivery,positive,0.8519,positive,0.6666666666666666,positive
535,Air Fryer,Anjali,3,"Reasonable Air Fryer, matches the description mostly.",Amazon,reasonable air fryer match description mostly,neutral,0.0,positive,0.35,neutral
536,Kitchen Mixer Grinder,Amit,5,Best Kitchen Mixer Grinder I have bought online. Great build quality and fast delivery.,Flipkart,best kitchen mixer grinder bought online great build quality fast delivery,positive,0.8519,positive,0.6666666666666666,positive
537,Bluetooth Speaker,Rahul,5,Best Bluetooth Speaker I have bought online. Great build quality and fast delivery.,Amazon,best bluetooth speaker bought online great build quality fast delivery,positive,0.8519,positive,0.6666666666666666,positive
538,Air Fryer,Riya,5,"This Air Fryer is fantastic, exactly as described. Very satisfied customer.",Flipkart,air fryer fantastic exactly described satisfied customer,positive,0.7713,positive,0.43333333333333335,positive
539,Wireless Bluetooth Earbuds,Suresh,5,"Superb product! The Wireless Bluetooth Earbuds exceeded my expectations, five stars.",Amazon,superb product wireless bluetooth earbuds exceeded expectation five star,positive,0.6588,positive,1.0,positive
540,Wireless Bluetooth Earbuds,Pooja,1,"Not worth the price, this Wireless Bluetooth Earbuds broke on the second day.",Flipkart,not worth price wireless bluetooth earbuds broke second day,negative,-0.5371,neutral,-0.075,negative
541,Laptop Backpack,Neha,5,Impressed by the quality of the Laptop Backpack. Packaging was also very good. Shipping was quick.,Flipkart,impressed quality laptop backpack packaging also good shipping quick,positive,0.7425,positive,0.7477777777777778,positive
542,Kitchen Mixer Grinder,Vikram,2,"The Kitchen Mixer Grinder is a total scam, completely different from the pictures.",Flipkart,kitchen mixer grinder total scam completely different picture,negative,-0.5719,neutral,0.0,negative
543,Office Chair,Karan,5,"Superb product! The Office Chair exceeded my expectations, five stars.",Amazon,superb product office chair exceeded expectation five star,positive,0.6588,positive,1.0,positive
544,Smartwatch,Deepak,5,Best Smartwatch I have bought online. Great build quality and fast delivery.,Amazon,best smartwatch bought online great build quality fast delivery,positive,0.8519,positive,0.6666666666666666,positive
545,Smartphone Back Cover,Arjun,5,Absolutely loved this Smartphone Back Cover! Works perfectly and arrived on time.,Amazon,absolutely loved smartphone back cover work perfectly arrived time,positive,0.8653,positive,0.5666666666666667,positive
546,Air Fryer,Amit,3,"Average Air Fryer, quality is decent for the price range.",Amazon,average air fryer quality decent price range,neutral,0.0,neutral,0.008333333333333331,neutral
547,Power Bank 10000mAh,Riya,5,Great purchase! The Power Bank 10000mAh is durable and easy to use. Would consider buying again.,Amazon,great purchase power bank mah durable easy use would consider buying,positive,0.807,positive,0.7166666666666667,positive
548,Smartwatch,Sneha,2,Very disappointed with this Smartwatch. Stopped working within a week.,Flipkart,disappointed smartwatch stopped working within week,negative,-0.6478,negative,-0.9750000000000001,negative
549,Air Fryer,Sneha,2,The Air Fryer arrived damaged and customer service was unhelpful.,Amazon,air fryer arrived damaged customer service unhelpful,negative,-0.4404,neutral,0.0,negative
550,Bluetooth Speaker,Arjun,5,"Excellent quality Bluetooth Speaker, totally worth the price. Highly recommended! Packaging was neat.",Amazon,excellent quality bluetooth speaker totally worth price highly recommended packaging neat,positive,0.8828,positive,0.5,positive
551,USB-C Charging Cable,Rohit,1,"Terrible experience, the USB-C Charging Cable does not match the product description. Not sure if I will repurchase.",Flipkart,terrible experience usb charging cable not match product description not sure repurchase,negative,-0.6202,negative,-0.625,negative
552,USB-C Charging Cable,Deepak,4,Absolutely loved this USB-C Charging Cable! Works perfectly and arrived on time.,Flipkart,absolutely loved usb charging cable work perfectly arrived time,positive,0.8653,positive,0.9375,positive
553,Laptop Backpack,Sneha,3,"Average Laptop Backpack, quality is decent for the price range.",Flipkart,average laptop backpack quality decent price range,neutral,0.0,neutral,0.008333333333333331,neutral
554,Cotton T-Shirt,Sneha,5,"Very happy with this Cotton T-Shirt, will definitely buy again from this brand.",Amazon,happy cotton shirt definitely buy brand,positive,0.7713,positive,0.5,positive
555,Gaming Keyboard,Suresh,5,"Very happy with this Gaming Keyboard, will definitely buy again from this brand.",Flipkart,happy gaming keyboard definitely buy brand,positive,0.7713,positive,0.5,positive
556,Power Bank 10000mAh,Anjali,4,Absolutely loved this Power Bank 10000mAh! Works perfectly and arrived on time.,Flipkart,absolutely loved power bank mah work perfectly arrived time,positive,0.8653,positive,0.9375,positive
557,USB-C Charging Cable,Rahul,3,"Decent USB-C Charging Cable for the price, some minor issues but usable.",Flipkart,decent usb charging cable price minor issue usable,neutral,0.0,neutral,0.05833333333333333,neutral
558,Gaming Keyboard,Manoj,5,"Excellent quality Gaming Keyboard, totally worth the price. Highly recommended!",Flipkart,excellent quality gaming keyboard totally worth price highly recommended,positive,0.8062,positive,0.5,positive
559,Gaming Keyboard,Anjali,5,Great purchase! The Gaming Keyboard is durable and easy to use.,Amazon,great purchase gaming keyboard durable easy use,positive,0.807,positive,0.7166666666666667,positive
560,Laptop Backpack,Riya,1,Very disappointed with this Laptop Backpack. Stopped working within a week. Customer support responded quickly.,Flipkart,disappointed laptop backpack stopped working within week customer support responded quickly,negative,-0.3804,negative,-0.3208333333333334,negative
561,Laptop Backpack,Vikram,1,"Poor build quality, the Laptop Backpack feels cheap and flimsy.",Flipkart,poor build quality laptop backpack feel cheap flimsy,negative,-0.4767,neutral,0.0,negative
562,Office Chair,Suresh,5,"This Office Chair is fantastic, exactly as described. Very satisfied customer. Would consider buying again.",Amazon,office chair fantastic exactly described satisfied customer would consider buying,positive,0.7713,positive,0.43333333333333335,positive
563,Power Bank 10000mAh,Suresh,3,"The Power Bank 10000mAh works fine, though delivery took longer than expected.",Amazon,power bank mah work fine though delivery took longer expected,positive,0.2023,positive,0.15833333333333333,neutral
564,Running Shoes,Karan,2,"Not worth the price, this Running Shoes broke on the second day.",Amazon,not worth price running shoe broke second day,negative,-0.5371,neutral,-0.075,negative
565,Gaming Keyboard,Sanjay,1,"The Gaming Keyboard is a total scam, completely different from the pictures. Packaging was neat.",Flipkart,gaming keyboard total scam completely different picture packaging neat,negative,-0.1779,neutral,0.0,negative
566,Gaming Keyboard,Suresh,4,Best Gaming Keyboard I have bought online. Great build quality and fast delivery.,Amazon,best gaming keyboard bought online great build quality fast delivery,positive,0.8519,positive,0.6666666666666666,positive
567,USB-C Charging Cable,Isha,3,"The USB-C Charging Cable is okay, does the job but nothing special.",Flipkart,usb charging cable okay job nothing special,negative,-0.3479,positive,0.4285714285714286,neutral
568,Running Shoes,Deepak,2,"Waste of money, the Running Shoes quality is really poor.",Flipkart,waste money running shoe quality really poor,negative,-0.7346,negative,-0.30000000000000004,negative
569,Smartphone Back Cover,Riya,3,"Reasonable Smartphone Back Cover, matches the description mostly.",Amazon,reasonable smartphone back cover match description mostly,neutral,0.0,positive,0.2333333333333333,neutral
570,Smartphone Back Cover,Nisha,4,Absolutely loved this Smartphone Back Cover! Works perfectly and arrived on time.,Flipkart,absolutely loved smartphone back cover work perfectly arrived time,positive,0.8653,positive,0.5666666666666667,positive
571,Office Chair,Pooja,5,"Superb product! The Office Chair exceeded my expectations, five stars.",Amazon,superb product office chair exceeded expectation five star,positive,0.6588,positive,1.0,positive
572,Gaming Keyboard,Nisha,5,Great purchase! The Gaming Keyboard is durable and easy to use.,Flipkart,great purchase gaming keyboard durable easy use,positive,0.807,positive,0.7166666666666667,positive
573,Power Bank 10000mAh,Kavya,1,Delivery was late and the Power Bank 10000mAh was defective on arrival.,Amazon,delivery late power bank mah defective arrival,negative,-0.4404,negative,-0.3,negative
574,USB-C Charging Cable,Priya,5,"Very happy with this USB-C Charging Cable, will definitely buy again from this brand.",Amazon,happy usb charging cable definitely buy brand,positive,0.7713,positive,0.5,positive
575,Kitchen Mixer Grinder,Rohit,4,"This Kitchen Mixer Grinder is fantastic, exactly as described. Very satisfied customer.",Amazon,kitchen mixer grinder fantastic exactly described satisfied customer,positive,0.7713,positive,0.43333333333333335,positive
576,Smartphone Back Cover,Suresh,3,"Okay-ish product, the Smartphone Back Cover performs as expected, nothing more. Packaging was neat.",Amazon,okay ish product smartphone back cover performs expected nothing packaging neat,positive,0.5046,positive,0.13333333333333333,neutral
577,Wireless Mouse,Manoj,4,"Perfect Wireless Mouse for daily use, no issues at all after a month.",Flipkart,perfect wireless mouse daily use no issue month,positive,0.3612,positive,0.5,positive
578,Cotton T-Shirt,Amit,1,"Really bad Cotton T-Shirt, would not recommend to anyone.",Amazon,really bad cotton shirt would not recommend anyone,negative,-0.7098,negative,-0.6999999999999998,negative
579,LED Desk Lamp,Anjali,3,"Reasonable LED Desk Lamp, matches the description mostly.",Amazon,reasonable led desk lamp match description mostly,neutral,0.0,positive,0.35,neutral
580,Power Bank 10000mAh,Nisha,2,"Waste of money, the Power Bank 10000mAh quality is really poor.",Flipkart,waste money power bank mah quality really poor,negative,-0.7346,negative,-0.30000000000000004,negative
581,LED Desk Lamp,Kavya,3,"Okay-ish product, the LED Desk Lamp performs as expected, nothing more.",Flipkart,okay ish product led desk lamp performs expected nothing,neutral,0.0,positive,0.2,neutral
582,Running Shoes,Vikram,3,"Decent Running Shoes for the price, some minor issues but usable.",Amazon,decent running shoe price minor issue usable,neutral,0.0,neutral,0.05833333333333333,neutral
